epoch,step,train_acc,train_loss,valid_acc,valid_loss
0,106,,,0.2641509473323822,2.3920891284942627
0,106,0.11764705926179886,2.4743077754974365,,
1,213,,,0.3396226465702057,2.2838141918182373
1,213,0.21647058427333832,2.3563928604125977,,
2,320,,,0.2830188572406769,2.193533182144165
2,320,0.2705882489681244,2.277174472808838,,
3,427,,,0.3396226465702057,2.123837947845459
3,427,0.2705882489681244,2.2092559337615967,,
4,534,,,0.3396226465702057,2.065660238265991
4,534,0.31294116377830505,2.1484920978546143,,
5,641,,,0.37735849618911743,2.011253833770752
5,641,0.3458823561668396,2.1078879833221436,,
6,748,,,0.3396226465702057,1.9680702686309814
6,748,0.36705881357192993,2.061157464981079,,
7,855,,,0.3962264060974121,1.9356224536895752
7,855,0.364705890417099,2.0302631855010986,,
8,962,,,0.43396225571632385,1.9004143476486206
8,962,0.38823530077934265,1.998358964920044,,
9,1069,,,0.4528301954269409,1.8542048931121826
9,1069,0.3717647194862366,1.9698514938354492,,
10,1176,,,0.4528301954269409,1.831636667251587
10,1176,0.41647058725357056,1.937602162361145,,
11,1283,,,0.5283018946647644,1.7998367547988892
11,1283,0.4376470446586609,1.9258003234863281,,
12,1390,,,0.5283018946647644,1.7701845169067383
12,1390,0.45411765575408936,1.9047179222106934,,
13,1497,,,0.5471698045730591,1.7476534843444824
13,1497,0.46352940797805786,1.8754193782806396,,
14,1604,,,0.5283018946647644,1.736533284187317
14,1604,0.4399999976158142,1.876563310623169,,
15,1711,,,0.5660377144813538,1.7105121612548828
15,1711,0.47294119000434875,1.8470537662506104,,
16,1818,,,0.5660377144813538,1.6692054271697998
16,1818,0.5105882287025452,1.8317753076553345,,
17,1925,,,0.5094339847564697,1.6691040992736816
17,1925,0.5058823823928833,1.8108588457107544,,
18,2032,,,0.5283018946647644,1.6279771327972412
18,2032,0.5600000023841858,1.7776110172271729,,
19,2139,,,0.6415094137191772,1.6058697700500488
19,2139,0.5247058868408203,1.7766749858856201,,
20,2246,,,0.5660377144813538,1.5888381004333496
20,2246,0.5411764979362488,1.7553695440292358,,
21,2353,,,0.6603773832321167,1.5517711639404297
21,2353,0.5647059082984924,1.7363120317459106,,
22,2460,,,0.5660377144813538,1.5489537715911865
22,2460,0.5505882501602173,1.7281275987625122,,
23,2567,,,0.6226415038108826,1.5316638946533203
23,2567,0.5505882501602173,1.7066786289215088,,
24,2674,,,0.6226415038108826,1.5083084106445312
24,2674,0.5694117546081543,1.6896247863769531,,
25,2781,,,0.6792452931404114,1.4578723907470703
25,2781,0.5647059082984924,1.6812230348587036,,
26,2888,,,0.6415094137191772,1.4599287509918213
26,2888,0.6117647290229797,1.6563526391983032,,
27,2995,,,0.698113203048706,1.4373944997787476
27,2995,0.6141176223754883,1.6404715776443481,,
28,3102,,,0.6792452931404114,1.3975636959075928
28,3102,0.6164705753326416,1.62032151222229,,
29,3209,,,0.7358490824699402,1.3768266439437866
29,3209,0.6188235282897949,1.6009551286697388,,
30,3316,,,0.698113203048706,1.3856902122497559
30,3316,0.6070588231086731,1.590640902519226,,
31,3423,,,0.7358490824699402,1.337897777557373
31,3423,0.6399999856948853,1.5658153295516968,,
32,3530,,,0.7924528121948242,1.3299741744995117
32,3530,0.6070588231086731,1.5599467754364014,,
33,3637,,,0.7735849022865295,1.275819182395935
33,3637,0.6376470327377319,1.526485562324524,,
34,3744,,,0.8113207817077637,1.256273627281189
34,3744,0.6658823490142822,1.5340725183486938,,
35,3851,,,0.7924528121948242,1.245201826095581
35,3851,0.6470588445663452,1.5073734521865845,,
36,3958,,,0.8301886916160583,1.229455590248108
36,3958,0.6682353019714355,1.484515905380249,,
37,4065,,,0.8113207817077637,1.202094554901123
37,4065,0.6541176438331604,1.4650661945343018,,
38,4172,,,0.849056601524353,1.1477060317993164
38,4172,0.6752941012382507,1.4561938047409058,,
39,4279,,,0.849056601524353,1.1944189071655273
39,4279,0.6705882549285889,1.4499071836471558,,
40,4386,,,0.7924528121948242,1.1345586776733398
40,4386,0.6870588064193726,1.4268511533737183,,
41,4493,,,0.8113207817077637,1.1424113512039185
41,4493,0.6705882549285889,1.4163715839385986,,
42,4600,,,0.8113207817077637,1.0980372428894043
42,4600,0.6658823490142822,1.3999303579330444,,
43,4707,,,0.8113207817077637,1.1014565229415894
43,4707,0.6941176652908325,1.3850642442703247,,
44,4814,,,0.8113207817077637,1.0495294332504272
44,4814,0.6894117593765259,1.3675607442855835,,
45,4921,,,0.8113207817077637,1.0742580890655518
45,4921,0.6941176652908325,1.3450571298599243,,
46,5028,,,0.849056601524353,1.0370324850082397
46,5028,0.7152941226959229,1.3280856609344482,,
47,5135,,,0.7924528121948242,1.0268288850784302
47,5135,0.729411780834198,1.3051533699035645,,
48,5242,,,0.8113207817077637,1.032205581665039
48,5242,0.7341176271438599,1.3006316423416138,,
49,5349,,,0.849056601524353,0.9773950576782227
49,5349,0.7152941226959229,1.2976024150848389,,
50,5456,,,0.8301886916160583,1.0132899284362793
50,5456,0.722352921962738,1.2907770872116089,,
