epoch,step,test_acc,test_loss,train_acc,train_loss,valid_acc,valid_loss
0,21,,,,,0.0,6.070877552032471
0,21,,,0.0,6.038073539733887,,
1,43,,,,,0.0,6.019103050231934
1,43,,,0.0,6.004335880279541,,
2,65,,,,,0.10000000149011612,5.93723201751709
2,65,,,0.0235294122248888,5.959218978881836,,
3,87,,,,,0.20000000298023224,5.909801483154297
3,87,,,0.0470588244497776,5.914482116699219,,
4,109,,,,,0.20000000298023224,5.8621673583984375
4,109,,,0.0941176488995552,5.8794474601745605,,
5,131,,,,,0.20000000298023224,5.816067695617676
5,131,,,0.10588235408067703,5.836753845214844,,
6,153,,,,,0.20000000298023224,5.739902496337891
6,153,,,0.16470588743686676,5.792844295501709,,
7,175,,,,,0.30000001192092896,5.693007469177246
7,175,,,0.16470588743686676,5.748839378356934,,
8,197,,,,,0.20000000298023224,5.645092964172363
8,197,,,0.16470588743686676,5.717498779296875,,
9,219,,,,,0.30000001192092896,5.633576393127441
9,219,,,0.1882352977991104,5.67423677444458,,
10,241,,,,,0.30000001192092896,5.549206733703613
10,241,,,0.20000000298023224,5.628825664520264,,
11,263,,,,,0.30000001192092896,5.534687042236328
11,263,,,0.23529411852359772,5.58380651473999,,
12,285,,,,,0.20000000298023224,5.456756114959717
12,285,,,0.20000000298023224,5.549476623535156,,
13,307,,,,,0.20000000298023224,5.441641807556152
13,307,,,0.20000000298023224,5.509004592895508,,
14,329,,,,,0.30000001192092896,5.36984920501709
14,329,,,0.2235294133424759,5.455295562744141,,
15,351,,,,,0.30000001192092896,5.2632880210876465
15,351,,,0.21176470816135406,5.426436424255371,,
16,373,,,,,0.30000001192092896,5.245639801025391
16,373,,,0.21176470816135406,5.377621173858643,,
17,395,,,,,0.30000001192092896,5.201968193054199
17,395,,,0.23529411852359772,5.333527088165283,,
18,417,,,,,0.30000001192092896,5.179404258728027
18,417,,,0.2235294133424759,5.300260543823242,,
19,439,,,,,0.20000000298023224,5.079791069030762
19,439,,,0.1882352977991104,5.262159824371338,,
20,461,,,,,0.20000000298023224,5.050839424133301
20,461,,,0.21176470816135406,5.216089725494385,,
21,483,,,,,0.30000001192092896,5.000471115112305
21,483,,,0.23529411852359772,5.1775312423706055,,
22,505,,,,,0.20000000298023224,4.979151725769043
22,505,,,0.23529411852359772,5.143970489501953,,
23,527,,,,,0.20000000298023224,4.934358596801758
23,527,,,0.2235294133424759,5.103822231292725,,
24,549,,,,,0.20000000298023224,4.858027458190918
24,549,,,0.25882354378700256,5.058116436004639,,
25,571,,,,,0.20000000298023224,4.821219444274902
25,571,,,0.23529411852359772,5.0037689208984375,,
26,593,,,,,0.10000000149011612,4.792109966278076
26,593,,,0.21176470816135406,4.96936559677124,,
27,615,,,,,0.10000000149011612,4.6799821853637695
27,615,,,0.1764705926179886,4.924482822418213,,
28,637,,,,,0.4000000059604645,4.7218828201293945
28,637,,,0.2705882489681244,4.894811153411865,,
29,659,,,,,0.20000000298023224,4.639486789703369
29,659,,,0.25882354378700256,4.8553314208984375,,
30,681,,,,,0.30000001192092896,4.562057971954346
30,681,,,0.23529411852359772,4.792825698852539,,
31,703,,,,,0.4000000059604645,4.491286277770996
31,703,,,0.24705882370471954,4.766942501068115,,
32,725,,,,,0.30000001192092896,4.3788628578186035
32,725,,,0.2705882489681244,4.705769062042236,,
33,747,,,,,0.30000001192092896,4.327789306640625
33,747,,,0.25882354378700256,4.688586711883545,,
34,769,,,,,0.20000000298023224,4.319360733032227
34,769,,,0.25882354378700256,4.6295390129089355,,
35,791,,,,,0.4000000059604645,4.2673211097717285
35,791,,,0.25882354378700256,4.574626445770264,,
36,813,,,,,0.4000000059604645,4.299440860748291
36,813,,,0.29411765933036804,4.539805889129639,,
37,835,,,,,0.30000001192092896,4.1678571701049805
37,835,,,0.2705882489681244,4.491330146789551,,
38,857,,,,,0.4000000059604645,4.049502372741699
38,857,,,0.2235294133424759,4.444654941558838,,
39,879,,,,,0.4000000059604645,4.085269927978516
39,879,,,0.24705882370471954,4.420966148376465,,
40,901,,,,,0.4000000059604645,4.02260160446167
40,901,,,0.21176470816135406,4.3842010498046875,,
41,923,,,,,0.30000001192092896,3.986238479614258
41,923,,,0.23529411852359772,4.330097198486328,,
42,945,,,,,0.4000000059604645,3.917555570602417
42,945,,,0.23529411852359772,4.285358905792236,,
43,967,,,,,0.30000001192092896,3.8451087474823
43,967,,,0.24705882370471954,4.259928226470947,,
44,989,,,,,0.4000000059604645,3.7749762535095215
44,989,,,0.24705882370471954,4.2029008865356445,,
45,1011,,,,,0.4000000059604645,3.6850624084472656
45,1011,,,0.23529411852359772,4.170426845550537,,
46,1033,,,,,0.4000000059604645,3.6341304779052734
46,1033,,,0.23529411852359772,4.110924243927002,,
47,1055,,,,,0.4000000059604645,3.7362568378448486
47,1055,,,0.24705882370471954,4.058283805847168,,
48,1077,,,,,0.4000000059604645,3.6309351921081543
48,1077,,,0.2235294133424759,4.029538154602051,,
49,1099,,,,,0.4000000059604645,3.5714659690856934
49,1099,,,0.23529411852359772,3.999814987182617,,
50,1121,,,,,0.4000000059604645,3.493727445602417
50,1121,,,0.23529411852359772,3.9595093727111816,,
51,1143,,,,,0.4000000059604645,3.4653446674346924
