epoch,step,train_acc,train_loss,valid_acc,valid_loss
39,2959,0.2804054021835327,1.9394539594650269,,
40,3033,,,0.3513513505458832,1.904300570487976
40,3033,0.24662162363529205,1.9461231231689453,,
41,3107,,,0.37837839126586914,1.8955663442611694
41,3107,0.26013514399528503,1.9347203969955444,,
42,3181,,,0.37837839126586914,1.8893451690673828
42,3181,0.29054054617881775,1.9276628494262695,,
43,3255,,,0.4054054021835327,1.88938570022583
43,3255,0.26013514399528503,1.9342397451400757,,
44,3329,,,0.37837839126586914,1.8900160789489746
44,3329,0.24662162363529205,1.9412477016448975,,
45,3403,,,0.3513513505458832,1.8898975849151611
45,3403,0.2736486494541168,1.9311738014221191,,
46,3477,,,0.3513513505458832,1.8878018856048584
46,3477,0.2736486494541168,1.938385009765625,,
47,3551,,,0.3513513505458832,1.8934117555618286
47,3551,0.2668918967247009,1.9285801649093628,,
48,3625,,,0.3513513505458832,1.8870095014572144
48,3625,0.2668918967247009,1.9354827404022217,,
49,3699,,,0.37837839126586914,1.8873192071914673
49,3699,0.2736486494541168,1.9313251972198486,,
50,3773,,,0.3513513505458832,1.8837136030197144
50,3773,0.2871621549129486,1.9231674671173096,,
51,3847,,,0.29729729890823364,1.8858250379562378
51,3847,0.2567567527294159,1.9305007457733154,,
52,3921,,,0.3513513505458832,1.884225606918335
52,3921,0.27702704071998596,1.928336501121521,,
53,3995,,,0.4054054021835327,1.8742226362228394
53,3995,0.2804054021835327,1.9192038774490356,,
54,4069,,,0.3513513505458832,1.880505084991455
54,4069,0.29729729890823364,1.925022840499878,,
55,4143,,,0.3243243098258972,1.8842439651489258
55,4143,0.2702702581882477,1.9128118753433228,,
56,4217,,,0.37837839126586914,1.8781569004058838
56,4217,0.25,1.9266266822814941,,
57,4291,,,0.3513513505458832,1.8734532594680786
57,4291,0.2567567527294159,1.9189311265945435,,
58,4365,,,0.29729729890823364,1.8694560527801514
58,4365,0.28378379344940186,1.9249355792999268,,
59,4439,,,0.3243243098258972,1.8687690496444702
59,4439,0.27702704071998596,1.9122916460037231,,
60,4513,,,0.37837839126586914,1.8696099519729614
60,4513,0.31418919563293457,1.9125174283981323,,
61,4587,,,0.3243243098258972,1.8720041513442993
61,4587,0.2668918967247009,1.9214539527893066,,
62,4661,,,0.37837839126586914,1.8716373443603516
62,4661,0.2871621549129486,1.9026111364364624,,
63,4735,,,0.3243243098258972,1.8666729927062988
63,4735,0.31418919563293457,1.9062926769256592,,
64,4809,,,0.3243243098258972,1.865522861480713
64,4809,0.27702704071998596,1.9223178625106812,,
65,4883,,,0.3243243098258972,1.8756694793701172
65,4883,0.29729729890823364,1.9178460836410522,,
66,4957,,,0.3513513505458832,1.8689987659454346
66,4957,0.29729729890823364,1.9102022647857666,,
67,5031,,,0.29729729890823364,1.8649189472198486
67,5031,0.29054054617881775,1.9074212312698364,,
68,5105,,,0.3243243098258972,1.865587830543518
68,5105,0.31418919563293457,1.9164228439331055,,
69,5179,,,0.29729729890823364,1.8601893186569214
69,5179,0.26013514399528503,1.9166556596755981,,
70,5253,,,0.3243243098258972,1.8566371202468872
70,5253,0.3006756901741028,1.9036797285079956,,
71,5327,,,0.3243243098258972,1.8538622856140137
71,5327,0.2804054021835327,1.9070696830749512,,
72,5401,,,0.3243243098258972,1.8666791915893555
72,5401,0.30405405163764954,1.8984835147857666,,
73,5475,,,0.3243243098258972,1.849442720413208
73,5475,0.3006756901741028,1.9119751453399658,,
74,5549,,,0.3243243098258972,1.851518988609314
74,5549,0.2804054021835327,1.919303059577942,,
75,5623,,,0.3243243098258972,1.849221110343933
75,5623,0.2871621549129486,1.9066815376281738,,
76,5697,,,0.3243243098258972,1.8522952795028687
76,5697,0.30405405163764954,1.9057910442352295,,
77,5771,,,0.3243243098258972,1.8498749732971191
77,5771,0.3006756901741028,1.9024327993392944,,
78,5845,,,0.3243243098258972,1.8501516580581665
78,5845,0.28378379344940186,1.9028393030166626,,
79,5919,,,0.3243243098258972,1.8457505702972412
79,5919,0.2939189076423645,1.8992221355438232,,
80,5993,,,0.3243243098258972,1.8508981466293335
80,5993,0.3310810923576355,1.8899385929107666,,
81,6067,,,0.3243243098258972,1.8467161655426025
81,6067,0.3006756901741028,1.8960373401641846,,
82,6141,,,0.3243243098258972,1.8519858121871948
82,6141,0.29729729890823364,1.8821300268173218,,
83,6215,,,0.3243243098258972,1.8468700647354126
83,6215,0.31081080436706543,1.8919304609298706,,
84,6289,,,0.3243243098258972,1.8433592319488525
84,6289,0.2668918967247009,1.900063395500183,,
85,6363,,,0.3243243098258972,1.8361477851867676
85,6363,0.34121620655059814,1.8962740898132324,,
86,6437,,,0.3243243098258972,1.837001919746399
86,6437,0.2939189076423645,1.893934726715088,,
87,6511,,,0.3243243098258972,1.845455288887024
87,6511,0.31418919563293457,1.884630560874939,,
88,6585,,,0.3243243098258972,1.836373209953308
88,6585,0.3445945978164673,1.879813313484192,,
89,6659,,,0.3243243098258972,1.836522102355957
89,6659,0.3074324429035187,1.8860499858856201,,
90,6733,,,0.3243243098258972,1.8426188230514526
90,6733,0.2804054021835327,1.8875619173049927,,
91,6807,,,0.3243243098258972,1.8312948942184448
91,6807,0.3310810923576355,1.880481243133545,,
92,6881,,,0.3243243098258972,1.8355059623718262
92,6881,0.32770270109176636,1.883724570274353,,
93,6955,,,0.3243243098258972,1.8260670900344849
93,6955,0.2939189076423645,1.892652988433838,,
94,7029,,,0.3243243098258972,1.8368439674377441
94,7029,0.3310810923576355,1.8794355392456055,,
95,7103,,,0.3243243098258972,1.8274612426757812
95,7103,0.27702704071998596,1.8984172344207764,,
96,7177,,,0.3243243098258972,1.8230865001678467
96,7177,0.3175675570964813,1.886889934539795,,
97,7251,,,0.3243243098258972,1.8282344341278076
97,7251,0.29729729890823364,1.8775982856750488,,
98,7325,,,0.3243243098258972,1.832876443862915
98,7325,0.3175675570964813,1.8977335691452026,,
99,7399,,,0.3243243098258972,1.831107258796692
99,7399,0.3006756901741028,1.8839001655578613,,
