epoch,step,train_acc,train_loss,valid_acc,valid_loss
29,1199,,,0.4736842215061188,3.1605451107025146
29,1199,0.4150943458080292,3.2835404872894287,,
30,1239,,,0.42105263471603394,3.095655679702759
30,1239,0.4150943458080292,3.208932638168335,,
31,1279,,,0.4736842215061188,3.0069708824157715
31,1279,0.44025155901908875,3.1446964740753174,,
32,1319,,,0.5263158082962036,3.0093395709991455
32,1319,0.4591194987297058,3.0702731609344482,,
33,1359,,,0.4736842215061188,2.900862693786621
33,1359,0.402515709400177,3.0124077796936035,,
34,1399,,,0.4736842215061188,2.8188090324401855
34,1399,0.402515709400177,2.944758653640747,,
35,1439,,,0.5263158082962036,2.788099527359009
35,1439,0.4528301954269409,2.885277509689331,,
36,1479,,,0.5263158082962036,2.7537355422973633
36,1479,0.4591194987297058,2.8150241374969482,,
37,1519,,,0.4736842215061188,2.6726465225219727
37,1519,0.44025155901908875,2.8003900051116943,,
38,1559,,,0.5263158082962036,2.595341444015503
38,1559,0.4716981053352356,2.7268378734588623,,
39,1599,,,0.42105263471603394,2.610588312149048
39,1599,0.4591194987297058,2.6920526027679443,,
40,1639,,,0.5263158082962036,2.601057767868042
40,1639,0.48427674174308777,2.6175334453582764,,
41,1679,,,0.4736842215061188,2.5035693645477295
41,1679,0.446540892124176,2.627063035964966,,
42,1719,,,0.5263158082962036,2.4157662391662598
42,1719,0.49685534834861755,2.564387798309326,,
43,1759,,,0.5263158082962036,2.4424774646759033
43,1759,0.49056604504585266,2.5398595333099365,,
44,1799,,,0.4736842215061188,2.366403102874756
44,1799,0.4591194987297058,2.5055782794952393,,
45,1839,,,0.5263158082962036,2.337336540222168
45,1839,0.48427674174308777,2.4485549926757812,,
46,1879,,,0.5263158082962036,2.3294200897216797
46,1879,0.49685534834861755,2.4204440116882324,,
47,1919,,,0.5263158082962036,2.2752912044525146
47,1919,0.4779874086380005,2.413269519805908,,
48,1959,,,0.4736842215061188,2.2923595905303955
48,1959,0.5094339847564697,2.3710575103759766,,
49,1999,,,0.5263158082962036,2.2299280166625977
49,1999,0.4779874086380005,2.364471673965454,,
50,2039,,,0.5263158082962036,2.2144744396209717
50,2039,0.4654088020324707,2.294151782989502,,
51,2079,,,0.5263158082962036,2.1647231578826904
51,2079,0.5031446814537048,2.28601336479187,,
52,2119,,,0.5263158082962036,2.1419479846954346
52,2119,0.5157232880592346,2.291321277618408,,
53,2159,,,0.5263158082962036,2.1112029552459717
53,2159,0.5031446814537048,2.2657604217529297,,
54,2199,,,0.5263158082962036,2.1034867763519287
54,2199,0.5283018946647644,2.2075507640838623,,
55,2239,,,0.5789473652839661,2.0902528762817383
55,2239,0.5157232880592346,2.2460193634033203,,
56,2279,,,0.5789473652839661,2.068817615509033
56,2279,0.5157232880592346,2.1929659843444824,,
57,2319,,,0.5789473652839661,2.0266976356506348
57,2319,0.5157232880592346,2.1842050552368164,,
58,2359,,,0.5789473652839661,2.0167698860168457
58,2359,0.5345911979675293,2.1694862842559814,,
59,2399,,,0.5789473652839661,1.9847536087036133
59,2399,0.5597484111785889,2.1491873264312744,,
60,2439,,,0.5789473652839661,1.9765793085098267
60,2439,0.5220125913619995,2.1588387489318848,,
61,2479,,,0.5789473652839661,1.9930384159088135
61,2479,0.5471698045730591,2.086014986038208,,
62,2519,,,0.5789473652839661,1.9560446739196777
62,2519,0.5471698045730591,2.089698076248169,,
63,2559,,,0.5789473652839661,1.9216663837432861
63,2559,0.5849056839942932,2.0696730613708496,,
64,2599,,,0.5789473652839661,1.9116010665893555
64,2599,0.5471698045730591,2.0691452026367188,,
65,2639,,,0.5789473652839661,1.8872554302215576
65,2639,0.597484290599823,2.0689454078674316,,
66,2679,,,0.5789473652839661,1.8724100589752197
66,2679,0.5911949872970581,2.013982057571411,,
67,2719,,,0.5789473652839661,1.8730151653289795
67,2719,0.5849056839942932,2.0255863666534424,,
68,2759,,,0.5789473652839661,1.8482108116149902
68,2759,0.5660377144813538,2.0204062461853027,,
69,2799,,,0.5789473652839661,1.8274844884872437
69,2799,0.597484290599823,1.9875595569610596,,
70,2839,,,0.5789473652839661,1.8221549987792969
70,2839,0.6037735939025879,1.962222695350647,,
71,2879,,,0.6315789222717285,1.8154493570327759
71,2879,0.553459107875824,1.9584815502166748,,
72,2919,,,0.5789473652839661,1.8059941530227661
72,2919,0.5849056839942932,1.9514682292938232,,
73,2959,,,0.6315789222717285,1.774375081062317
73,2959,0.597484290599823,1.931721568107605,,
74,2999,,,0.5789473652839661,1.7749959230422974
74,2999,0.5849056839942932,1.967311978340149,,
75,3039,,,0.6315789222717285,1.7587615251541138
75,3039,0.5911949872970581,1.914439082145691,,
76,3079,,,0.5789473652839661,1.7718477249145508
76,3079,0.6226415038108826,1.892866611480713,,
77,3119,,,0.5789473652839661,1.7324233055114746
77,3119,0.6100628972053528,1.8931803703308105,,
78,3159,,,0.5789473652839661,1.7305629253387451
78,3159,0.6226415038108826,1.8807668685913086,,
79,3199,,,0.6315789222717285,1.7172975540161133
79,3199,0.6415094137191772,1.8499640226364136,,
80,3239,,,0.6315789222717285,1.7042834758758545
80,3239,0.5660377144813538,1.8515175580978394,,
81,3279,,,0.6315789222717285,1.6808371543884277
81,3279,0.6037735939025879,1.8682339191436768,,
82,3319,,,0.6315789222717285,1.6586418151855469
82,3319,0.597484290599823,1.8544780015945435,,
83,3359,,,0.6842105388641357,1.67583429813385
83,3359,0.5849056839942932,1.8219990730285645,,
84,3399,,,0.6842105388641357,1.6473664045333862
84,3399,0.5786163806915283,1.8378814458847046,,
85,3439,,,0.6842105388641357,1.648679256439209
85,3439,0.5911949872970581,1.8265632390975952,,
86,3479,,,0.6315789222717285,1.6215882301330566
86,3479,0.6666666865348816,1.7824238538742065,,
87,3519,,,0.6842105388641357,1.6208080053329468
87,3519,0.6163522005081177,1.8039909601211548,,
88,3559,,,0.6842105388641357,1.6381559371948242
88,3559,0.6037735939025879,1.8062278032302856,,
89,3599,,,0.6842105388641357,1.610414743423462
89,3599,0.6415094137191772,1.7651561498641968,,
90,3639,,,0.6842105388641357,1.5930030345916748
90,3639,0.6415094137191772,1.767559289932251,,
91,3679,,,0.6842105388641357,1.5905001163482666
91,3679,0.6415094137191772,1.7445064783096313,,
92,3719,,,0.7368420958518982,1.5507694482803345
92,3719,0.6540880799293518,1.7593516111373901,,
93,3759,,,0.6842105388641357,1.5676982402801514
93,3759,0.6855345964431763,1.7179675102233887,,
