epoch,step,train_acc,train_loss,valid_acc,valid_loss
0,21,,,0.10000000149011612,2.4363107681274414
0,21,0.09195402264595032,2.456550359725952,,
1,43,,,0.10000000149011612,2.417719602584839
1,43,0.09195402264595032,2.470438003540039,,
2,65,,,0.10000000149011612,2.3911843299865723
2,65,0.2068965584039688,2.4139018058776855,,
3,87,,,0.10000000149011612,2.3645899295806885
3,87,0.24137930572032928,2.396394968032837,,
4,109,,,0.10000000149011612,2.33882212638855
4,109,0.18390804529190063,2.3748488426208496,,
5,131,,,0.10000000149011612,2.319180727005005
5,131,0.2298850566148758,2.3435566425323486,,
6,153,,,0.10000000149011612,2.2930121421813965
6,153,0.26436781883239746,2.316225528717041,,
7,175,,,0.10000000149011612,2.2812323570251465
7,175,0.2298850566148758,2.297111749649048,,
8,197,,,0.10000000149011612,2.2640926837921143
8,197,0.25287356972694397,2.2728986740112305,,
9,219,,,0.10000000149011612,2.2414870262145996
9,219,0.26436781883239746,2.248140811920166,,
10,241,,,0.10000000149011612,2.2274422645568848
10,241,0.28735631704330444,2.2355449199676514,,
11,263,,,0.10000000149011612,2.214843273162842
11,263,0.26436781883239746,2.2245168685913086,,
12,285,,,0.20000000298023224,2.192530393600464
12,285,0.28735631704330444,2.2294130325317383,,
13,307,,,0.10000000149011612,2.173614263534546
13,307,0.24137930572032928,2.2001962661743164,,
14,329,,,0.20000000298023224,2.160942316055298
14,329,0.26436781883239746,2.195706367492676,,
15,351,,,0.20000000298023224,2.1508588790893555
15,351,0.3333333432674408,2.1778862476348877,,
16,373,,,0.20000000298023224,2.1372294425964355
16,373,0.28735631704330444,2.1469414234161377,,
17,395,,,0.20000000298023224,2.1373910903930664
17,395,0.28735631704330444,2.1405887603759766,,
18,417,,,0.20000000298023224,2.1156516075134277
18,417,0.28735631704330444,2.1424856185913086,,
19,439,,,0.20000000298023224,2.105067729949951
19,439,0.39080458879470825,2.120297908782959,,
20,461,,,0.20000000298023224,2.1070523262023926
20,461,0.28735631704330444,2.124018907546997,,
21,483,,,0.30000001192092896,2.074957847595215
21,483,0.3103448152542114,2.0855133533477783,,
22,505,,,0.30000001192092896,2.080108642578125
22,505,0.37931033968925476,2.086864948272705,,
23,527,,,0.30000001192092896,2.0622880458831787
